corpus	token	lemma_guess	count	category	notes
news	dell'unione	dell'unione	85	tokeniser_fixable	apostrophe_contraction
news	svezia	svezia	85	residual	
news	piketty	piketty	85	residual	
news	l'unione	l'unione	85	tokeniser_fixable	apostrophe_contraction
news	aspettarsi	aspettarsi	85	tokeniser_fixable	clitic_verb
news	focalizzarsi	focalizzarsi	85	tokeniser_fixable	clitic_verb
news	polarizzazione	polarizzazione	85	residual	
news	keynes	keynes	85	residual	
news	robert	robert	84	proper_noun	
news	un'altra	un'altra	84	tokeniser_fixable	apostrophe_contraction
news	diabete	diabete	83	residual	
news	polio	polio	83	foreign_word	
news	comunicabili	comunicabile	82	residual	
news	orbán	orbán	82	residual	
news	quest'anno	quest'anno	81	tokeniser_fixable	apostrophe_contraction
news	preoccuparsi	preoccuparsi	81	tokeniser_fixable	clitic_verb
news	friedman	friedman	79	residual	
lip	-	-	159332	residual	
lip	dell'unione	dell'unione	59852	tokeniser_fixable	apostrophe_contraction
lip	europa	europa	49723	proper_noun	
lip	e'	e'	46108	residual	
lip	l'unione	l'unione	42776	tokeniser_fixable	apostrophe_contraction
lip	l'onorevole	l'onorevole	23311	tokeniser_fixable	apostrophe_contraction
lip	l'europa	l'europa	19954	tokeniser_fixable	apostrophe_contraction
lip	tanto	tangere	14940	phantom_upstream_lemma	lemma_guess=tangere
lip	dell'onorevole	dell'onorevole	14468	tokeniser_fixable	apostrophe_contraction
lip	lisbona	lisbona	13921	proper_noun	
lip	nell'ambito	nell'ambito	13123	tokeniser_fixable	apostrophe_contraction
lip	alcun	alcun	12740	residual	
lip	russia	russia	12163	proper_noun	
lip	maggior	maggior	11970	residual	
lip	c'è	c'è	11771	tokeniser_fixable	apostrophe_contraction
lip	altresì	altresì	11451	residual	
lip	dell'europa	dell'europa	11311	tokeniser_fixable	apostrophe_contraction
lip	nell'unione	nell'unione	11095	tokeniser_fixable	apostrophe_contraction
lip	all'interno	all'interno	11084	tokeniser_fixable	apostrophe_contraction
lip	dell'ue	dell'ue	10274	tokeniser_fixable	apostrophe_contraction
lip	relatrice	relatrice	10069	residual	
lip	ue	ue	9364	numerals_acronyms	
lip	l'obiettivo	l'obiettivo	8284	tokeniser_fixable	apostrophe_contraction
lip	dall'onorevole	dall'onorevole	8091	tokeniser_fixable	apostrophe_contraction
lip	farlo	farlo	7957	tokeniser_fixable	clitic_verb
lip	d'accordo	d'accordo	7889	tokeniser_fixable	apostrophe_contraction
lip	partenariato	partenariato	7424	residual	
lip	all'unione	all'unione	7412	tokeniser_fixable	apostrophe_contraction
lip	dell'uomo	dell'uomo	7287	tokeniser_fixable	apostrophe_contraction
lip	l'accordo	l'accordo	7001	tokeniser_fixable	apostrophe_contraction
lip	l'emendamento	l'emendamento	6698	tokeniser_fixable	apostrophe_contraction
lip	l'ordine	l'ordine	6315	tokeniser_fixable	apostrophe_contraction
lip	l'importanza	l'importanza	6265	tokeniser_fixable	apostrophe_contraction
lip	l'ambiente	l'ambiente	6098	tokeniser_fixable	apostrophe_contraction
lip	bruxelles	bruxelles	6058	proper_noun	
lip	congratularmi	congratularmi	5998	residual	
lip	l'occupazione	l'occupazione	5805	tokeniser_fixable	apostrophe_contraction
lip	kosovo	kosovo	5736	proper_noun	
lip	d'azione	d'azione	5585	tokeniser_fixable	apostrophe_contraction
lip	dell'ambiente	dell'ambiente	5546	tokeniser_fixable	apostrophe_contraction
lip	quest'aula	quest'aula	5537	tokeniser_fixable	apostrophe_contraction
lip	l'ue	l'ue	5463	tokeniser_fixable	apostrophe_contraction
lip	dell'accordo	dell'accordo	4775	tokeniser_fixable	apostrophe_contraction
lip	romania	romania	4733	proper_noun	
lip	l'industria	l'industria	4706	tokeniser_fixable	apostrophe_contraction
lip	l'attenzione	l'attenzione	4678	tokeniser_fixable	apostrophe_contraction
lip	spagna	spagna	4658	proper_noun	
lip	nessun	nessun	4612	residual	
lip	l'accesso	l'accesso	4492	tokeniser_fixable	apostrophe_contraction
lip	quest'anno	quest'anno	4362	tokeniser_fixable	apostrophe_contraction
lip	nn	nn	4355	residual	
lip	dell'articolo	dell'articolo	4337	tokeniser_fixable	apostrophe_contraction
lip	sussidiarietà	sussidiarietà	4324	residual	
lip	l'attuale	l'attuale	4296	tokeniser_fixable	apostrophe_contraction
lip	l'altro	l'altro	4287	tokeniser_fixable	apostrophe_contraction
lip	l'agricoltura	l'agricoltura	4253	tokeniser_fixable	apostrophe_contraction
lip	un'altra	un'altra	4216	tokeniser_fixable	apostrophe_contraction
lip	pmi	pmi	4215	residual	
lip	un'europa	un'europa	4210	tokeniser_fixable	apostrophe_contraction
lip	all'onorevole	all'onorevole	4199	tokeniser_fixable	apostrophe_contraction
lip	l'anno	l'anno	4097	tokeniser_fixable	apostrophe_contraction
lip	anch'io	anch'io	4069	residual	
lip	intergovernativa	intergovernativo	4067	residual	
lip	l'attuazione	l'attuazione	4065	tokeniser_fixable	apostrophe_contraction
lip	discarico	discaricare	4042	residual	
lip	dell'euro	dell'euro	4032	tokeniser_fixable	apostrophe_contraction
lip	dell'energia	dell'energia	3980	tokeniser_fixable	apostrophe_contraction
lip	schengen	schengen	3975	residual	
lip	l'idea	l'idea	3937	tokeniser_fixable	apostrophe_contraction
lip	l'impegno	l'impegno	3919	tokeniser_fixable	apostrophe_contraction
lip	l'adozione	l'adozione	3852	tokeniser_fixable	apostrophe_contraction
lip	portogallo	portogallo	3849	proper_noun	
lip	l'applicazione	l'applicazione	3805	tokeniser_fixable	apostrophe_contraction
lip	pl	pl	3733	residual	
lip	ancor	ancor	3727	residual	
lip	l'introduzione	l'introduzione	3711	tokeniser_fixable	apostrophe_contraction
lip	congratulo	congratulare	3704	residual	
lip	cipro	cipro	3675	residual	
lip	polonia	polonia	3667	proper_noun	
lip	l'energia	l'energia	3665	tokeniser_fixable	apostrophe_contraction
lip	nessuna	nessun	3659	residual	
lip	balcani	balcani	3635	residual	
lip	svezia	svezia	3613	residual	
lip	dall'altro	dall'altro	3567	tokeniser_fixable	apostrophe_contraction
lip	taluni	taluni	3561	residual	
lip	dell'economia	dell'economia	3556	tokeniser_fixable	apostrophe_contraction
lip	bulgaria	bulgaria	3547	residual	
lip	barroso	barroso	3522	residual	
lip	l'economia	l'economia	3466	tokeniser_fixable	apostrophe_contraction
lip	l'articolo	l'articolo	3449	tokeniser_fixable	apostrophe_contraction
lip	d'europa	d'europa	3411	tokeniser_fixable	apostrophe_contraction
lip	l'opportunità	l'opportunità	3364	tokeniser_fixable	apostrophe_contraction
lip	l'iniziativa	l'iniziativa	3355	tokeniser_fixable	apostrophe_contraction
lip	dall'unione	dall'unione	3351	tokeniser_fixable	apostrophe_contraction
lip	vedasi	vedasi	3295	residual	
lip	codecisione	codecisione	3274	residual	
lip	strasburgo	strasburgo	3265	residual	
lip	acp	acp	3256	residual	
lip	all'inizio	all'inizio	3248	tokeniser_fixable	apostrophe_contraction
lip	l'uso	l'uso	3238	tokeniser_fixable	apostrophe_contraction
lip	bielorussia	bielorussia	3170	residual	
lip	pac	pac	3083	foreign_word	
lip	nizza	nizza	3021	residual	
lip	dell'anno	dell'anno	3006	tokeniser_fixable	apostrophe_contraction
lip	dev'essere	dev'essere	2960	residual	
lip	un'azione	un'azione	2925	tokeniser_fixable	apostrophe_contraction
lip	l'unico	l'unico	2904	tokeniser_fixable	apostrophe_contraction
lip	l'adesione	l'adesione	2886	tokeniser_fixable	apostrophe_contraction
lip	armonizzazione	armonizzazione	2854	residual	
lip	dell'industria	dell'industria	2845	tokeniser_fixable	apostrophe_contraction
lip	ecu	ecu	2813	residual	
lip	l'opinione	l'opinione	2795	tokeniser_fixable	apostrophe_contraction
lip	dell'occupazione	dell'occupazione	2728	tokeniser_fixable	apostrophe_contraction
lip	dell'informazione	dell'informazione	2721	tokeniser_fixable	apostrophe_contraction
lip	ppe-de	ppe-de	2716	residual	
lip	l'occasione	l'occasione	2705	tokeniser_fixable	apostrophe_contraction
lip	l'integrazione	l'integrazione	2666	tokeniser_fixable	apostrophe_contraction
lip	l'azione	l'azione	2636	tokeniser_fixable	apostrophe_contraction
lip	omc	omc	2633	residual	
lip	copenaghen	copenaghen	2615	residual	
lip	l'unica	l'unica	2596	tokeniser_fixable	apostrophe_contraction
lip	interistituzionale	interistituzionale	2544	residual	
lip	nell'interesse	nell'interesse	2530	tokeniser_fixable	apostrophe_contraction
lip	serbia	serbia	2512	proper_noun	
lip	lussemburgo	lussemburgo	2428	residual	
lip	senz'altro	senz'altro	2418	residual	
lip	l'intera	l'intera	2418	tokeniser_fixable	apostrophe_contraction
lip	com'è	com'è	2414	residual	
lip	l'istruzione	l'istruzione	2398	tokeniser_fixable	apostrophe_contraction
lip	georgia	georgia	2397	proper_noun	
lip	kyoto	kyoto	2384	residual	
lip	l'aumento	l'aumento	2381	tokeniser_fixable	apostrophe_contraction
lip	conformemente	conformemente	2375	residual	
lip	l'obbligo	l'obbligo	2361	tokeniser_fixable	apostrophe_contraction
lip	l'euro	l'euro	2347	tokeniser_fixable	apostrophe_contraction
lip	impegnarsi	impegnarsi	2343	tokeniser_fixable	clitic_verb
lip	all'articolo	all'articolo	2342	tokeniser_fixable	apostrophe_contraction
lip	finlandia	finlandia	2323	residual	
lip	pse	pse	2297	residual	
lip	all'ordine	all'ordine	2281	tokeniser_fixable	apostrophe_contraction
lip	iran	iran	2281	proper_noun	
lip	nl	nl	2257	residual	
lip	l'istituzione	l'istituzione	2220	tokeniser_fixable	apostrophe_contraction
lip	ppe	ppe	2193	residual	
lip	l'approvazione	l'approvazione	2180	tokeniser_fixable	apostrophe_contraction
lip	l'interrogazione	l'interrogazione	2159	tokeniser_fixable	apostrophe_contraction
lip	un'unione	un'unione	2150	tokeniser_fixable	apostrophe_contraction
lip	corea	corea	2143	residual	
lip	consentitemi	consentitemi	2141	residual	
lip	d'altro	d'altro	2141	tokeniser_fixable	apostrophe_contraction
lip	soffermarmi	soffermarmi	2105	tokeniser_fixable	clitic_verb
lip	barcellona	barcellona	2100	residual	
lip	quest'assemblea	quest'assemblea	2093	tokeniser_fixable	apostrophe_contraction
lip	l'ampliamento	l'ampliamento	2058	tokeniser_fixable	apostrophe_contraction
lip	segnatamente	segnatamente	2049	residual	
lip	europol	europol	2047	residual	
lip	dall'inizio	dall'inizio	2045	tokeniser_fixable	apostrophe_contraction
lip	l'impressione	l'impressione	2033	tokeniser_fixable	apostrophe_contraction
lip	l'assistenza	l'assistenza	2026	tokeniser_fixable	apostrophe_contraction
lip	l'impatto	l'impatto	2024	tokeniser_fixable	apostrophe_contraction
lip	america	america	2009	proper_noun	
lip	dell'attuale	dell'attuale	1989	tokeniser_fixable	apostrophe_contraction
lip	baltico	baltico	1985	residual	
lip	permettetemi	permettetemi	1983	residual	
lip	l'intero	l'intero	1981	tokeniser_fixable	apostrophe_contraction
lip	transfrontaliera	transfrontaliera	1966	residual	
lip	marocco	marocco	1964	residual	
lip	h-	h-	1950	residual	
lip	l'ultima	l'ultima	1938	tokeniser_fixable	apostrophe_contraction
lip	dell'omc	dell'omc	1937	tokeniser_fixable	apostrophe_contraction
lip	negoziale	negoziale	1925	tokeniser_fixable	clitic_verb
lip	maastricht	maastricht	1924	residual	
lip	danimarca	danimarca	1923	residual	
lip	l'accento	l'accento	1922	tokeniser_fixable	apostrophe_contraction
lip	all'europa	all'europa	1916	tokeniser_fixable	apostrophe_contraction
lip	assumersi	assumersi	1914	tokeniser_fixable	clitic_verb
lip	l'efficienza	l'efficienza	1912	tokeniser_fixable	apostrophe_contraction
lip	l'esercizio	l'esercizio	1909	tokeniser_fixable	apostrophe_contraction
lip	dell'onu	dell'onu	1908	tokeniser_fixable	apostrophe_contraction
lip	pakistan	pakistan	1901	residual	
lip	l'utilizzo	l'utilizzo	1898	tokeniser_fixable	apostrophe_contraction
lip	bce	bce	1895	numerals_acronyms	
lip	l'attività	l'attività	1887	tokeniser_fixable	apostrophe_contraction
lip	l'allargamento	l'allargamento	1886	tokeniser_fixable	apostrophe_contraction
lip	offerto	offerto	1884	residual	
lip	l'innovazione	l'innovazione	1869	tokeniser_fixable	apostrophe_contraction
lip	l'assemblea	l'assemblea	1852	tokeniser_fixable	apostrophe_contraction
lip	talune	talun	1843	residual	
lip	dell'emendamento	dell'emendamento	1837	tokeniser_fixable	apostrophe_contraction
lip	l'organizzazione	l'organizzazione	1830	tokeniser_fixable	apostrophe_contraction
lip	rafforzata	rafforzato	1816	residual	
lip	farsi	farsi	1815	tokeniser_fixable	clitic_verb
lip	l'approccio	l'approccio	1797	tokeniser_fixable	apostrophe_contraction
lip	afghanistan	afghanistan	1787	residual	
lip	dell'organizzazione	dell'organizzazione	1777	tokeniser_fixable	apostrophe_contraction
lip	un'iniziativa	un'iniziativa	1775	tokeniser_fixable	apostrophe_contraction
lip	cee	cee	1768	foreign_word	
lip	nell'ue	nell'ue	1748	tokeniser_fixable	apostrophe_contraction
lip	l'aspetto	l'aspetto	1739	tokeniser_fixable	apostrophe_contraction
lip	dell'agricoltura	dell'agricoltura	1728	tokeniser_fixable	apostrophe_contraction
literature	nè	nè	7660	archaic	
literature	perchè	perchè	7503	archaic	
literature	de'	de'	7134	archaic	
literature	tanto	tangere	5487	phantom_upstream_lemma	lemma_guess=tangere
literature	avea	avea	4833	archaic	
literature	-	-	4650	residual	
literature	--	--	4487	residual	
literature	d'un	d'un	2782	tokeniser_fixable	apostrophe_contraction
literature	carlo	carlo	2674	tokeniser_fixable	clitic_verb
literature	piú	piú	2294	residual	
literature	poichè	poichè	2036	archaic	
literature	ch'io	ch'io	1865	archaic	
literature	'l	'l	1816	archaic	
literature	anco	anco	1796	archaic	
literature	a'	a'	1639	archaic	
literature	d'una	d'una	1571	tokeniser_fixable	apostrophe_contraction
literature	rispose	rispose	1560	residual	
literature	l'altro	l'altro	1426	tokeniser_fixable	apostrophe_contraction
literature	lib	lib	1410	proper_noun	
literature	maggior	maggior	1379	residual	
literature	que'	que'	1338	archaic	
literature	ne'	ne'	1257	archaic	
literature	parigi	parigi	1241	proper_noun	
literature	sgg	sgg	1213	numerals_acronyms	
literature	ruggiero	ruggiero	1209	proper_noun	
literature	fog	fog	1131	foreign_word	
literature	spagna	spagna	1130	proper_noun	
literature	alcun	alcun	1117	archaic	
literature	chè	chè	1102	archaic	
literature	dionisio	dionisio	1102	proper_noun	
literature	firenze	firenze	1010	proper_noun	
literature	gregorio	gregorio	1002	proper_noun	
literature	calabria	calabria	994	proper_noun	
literature	contra	contra	984	archaic	
literature	vuol	vuol	970	archaic	
literature	ancor	ancor	969	archaic	
literature	un'altra	un'altra	941	tokeniser_fixable	apostrophe_contraction
literature	etc	etc	927	residual	
literature	d'ogni	d'ogni	922	tokeniser_fixable	apostrophe_contraction
literature	federigo	federigo	915	proper_noun	
literature	quivi	quivi	904	archaic	
literature	ch'egli	ch'egli	900	archaic	
literature	ved	ved	897	residual	
literature	figliuolo	figliuolo	884	archaic	
literature	s'era	s'era	866	archaic	
literature	pei	pei	850	archaic	
literature	egitto	egitto	850	proper_noun	
literature	niccolò	niccolò	799	proper_noun	
literature	farsi	farsi	765	tokeniser_fixable	clitic_verb
literature	potea	potea	747	archaic	
literature	d'italia	d'italia	725	tokeniser_fixable	apostrophe_contraction
literature	quantunque	quantunque	713	residual	
literature	l'altra	l'altra	710	tokeniser_fixable	apostrophe_contraction
literature	aveano	aveano	710	archaic	
literature	fe'	fe'	694	archaic	
literature	à	à	687	residual	
literature	costantinopoli	costantinopoli	660	residual	
literature	pizzoni	pizzoni	657	residual	
literature	ec	ec	650	residual	
literature	co'	co'	640	archaic	
literature	seco	seco	637	residual	
literature	vegga	vegga	637	residual	
literature	napoleone	napoleone	631	residual	
literature	guglielmo	guglielmo	630	proper_noun	
literature	benchè	benchè	620	residual	
literature	maria	maria	619	proper_noun	
literature	ortensia	ortensia	618	proper_noun	
literature	seg	seg	611	foreign_word	
literature	l'uno	l'uno	608	tokeniser_fixable	apostrophe_contraction
literature	ruggier	ruggier	608	residual	
literature	ibn-el-athîr	ibn-el-athîr	602	residual	
literature	d'oro	d'oro	597	tokeniser_fixable	apostrophe_contraction
literature	c'è	c'è	597	tokeniser_fixable	apostrophe_contraction
literature	avean	avean	594	archaic	
literature	ivi	ivi	589	archaic	
literature	quod	quod	579	foreign_word	
literature	nunzio	nunzio	579	proper_noun	
literature	dovea	dovea	574	archaic	
literature	segg	segg	568	residual	
literature	allorchè	allorchè	552	residual	
literature	belgiojoso	belgiojoso	552	residual	
literature	ch'era	ch'era	536	archaic	
literature	morton	morton	536	proper_noun	
literature	figliuoli	figliuolo	533	archaic	
literature	affrica	affrica	533	residual	
literature	vicerè	vicerè	527	residual	
literature	viii	viii	526	numerals_acronyms	
literature	cagione	cagione	523	residual	
literature	xii	xii	522	numerals_acronyms	
literature	ibid	ibid	521	foreign_word	
literature	claudio	claudio	519	proper_noun	
literature	lamberto	lamberto	517	residual	
literature	ix	ix	513	numerals_acronyms	
literature	egualmente	egualmente	510	residual	
literature	europa	europa	501	proper_noun	
literature	nessun	nessun	499	archaic	
literature	bibl	bibl	499	residual	
literature	pompeo	pompeo	497	residual	
literature	iddio	iddio	496	foreign_word	
literature	sovente	sovente	490	residual	
literature	tommaso	tommaso	484	proper_noun	
literature	d'aver	d'aver	474	tokeniser_fixable	apostrophe_contraction
literature	ch'ei	ch'ei	471	tokeniser_fixable	apostrophe_contraction
literature	l'anno	l'anno	458	tokeniser_fixable	apostrophe_contraction
literature	ferrara	ferrara	458	foreign_word	
literature	facea	facea	454	archaic	
literature	sieno	sieno	448	residual	
literature	gaudenzi	gaudenzi	448	residual	
literature	nanà	nanà	445	residual	
literature	nessuna	nessun	437	residual	
literature	poscia	poscia	431	residual	
literature	dovè	dovè	427	residual	
literature	ibn-khaldûn	ibn-khaldûn	427	residual	
literature	ch'a	ch'a	426	tokeniser_fixable	apostrophe_contraction
literature	donde	donde	425	residual	
literature	diè	diè	422	residual	
literature	giovine	giovine	421	residual	
literature	siria	siria	410	proper_noun	
literature	nol	nol	408	residual	
literature	puglia	puglia	407	proper_noun	
literature	farlo	farlo	405	tokeniser_fixable	clitic_verb
literature	talora	talora	404	residual	
literature	costantino	costantino	400	residual	
literature	soggiunse	soggiungere	399	residual	
literature	genova	genova	398	proper_noun	
literature	l'acqua	l'acqua	395	tokeniser_fixable	apostrophe_contraction
literature	nowairi	nowairi	395	residual	
literature	dirsi	dirsi	391	tokeniser_fixable	clitic_verb
literature	tiberio	tiberio	390	residual	
literature	michele	michele	389	proper_noun	
literature	arrigo	arrigo	389	residual	
literature	alfonso	alfonso	389	proper_noun	
literature	arabico	arabico	388	residual	
literature	l'ho	l'ho	385	tokeniser_fixable	apostrophe_contraction
literature	atene	atene	385	tokeniser_fixable	clitic_verb
literature	volea	volea	385	archaic	
literature	siracusa	siracusa	384	residual	
literature	rinaldo	rinaldo	383	proper_noun	
literature	bologna	bologna	379	proper_noun	
literature	farne	farne	378	tokeniser_fixable	clitic_verb
literature	gallia	gallia	378	residual	
literature	cedric	cedric	377	foreign_word	
literature	xiii	xiii	374	numerals_acronyms	
literature	gagliardo	gagliardo	371	residual	
literature	ch'ella	ch'ella	371	archaic	
literature	alli	alli	370	proper_noun	
literature	troilo	troilo	370	residual	
literature	rerum	rerum	370	residual	
literature	d'essere	d'essere	367	tokeniser_fixable	apostrophe_contraction
literature	aragona	aragona	366	residual	
literature	parea	parea	364	residual	
literature	giacchè	giacchè	363	residual	
literature	l'autore	l'autore	363	tokeniser_fixable	apostrophe_contraction
literature	nerone	nerone	360	residual	
literature	l'una	l'una	357	tokeniser_fixable	apostrophe_contraction
literature	addietro	addietro	357	residual	
literature	malaterra	malaterra	357	residual	
literature	spagnuoli	spagnuoli	353	foreign_word	
literature	sclamò	sclamò	353	residual	
literature	vel	vel	350	residual	
literature	l'uomo	l'uomo	348	tokeniser_fixable	apostrophe_contraction
literature	reggio	reggio	345	residual	
literature	figliuola	figliuola	342	archaic	
literature	cartagine	cartagine	342	residual	
literature	recto	recto	339	foreign_word	
literature	allor	allor	338	residual	
literature	trovasi	trovasi	337	tokeniser_fixable	clitic_verb
literature	histoire	histoire	337	residual	
literature	l'aria	l'aria	336	tokeniser_fixable	apostrophe_contraction
literature	d'acqua	d'acqua	336	tokeniser_fixable	apostrophe_contraction
literature	arabo-sicula	arabo-siculo	335	residual	
literature	l'ha	l'ha	327	tokeniser_fixable	apostrophe_contraction
literature	officio	officiare	327	residual	
literature	cittá	cittá	326	residual	
literature	infino	infino	321	residual	
literature	fanfulla	fanfulla	321	residual	
literature	ch'è	ch'è	319	tokeniser_fixable	apostrophe_contraction
literature	ind	ind	318	foreign_word	
literature	cavallier	cavallier	318	residual	
literature	cornelio	cornelio	317	residual	
literature	baiân	baiân	317	residual	
literature	catania	catania	316	proper_noun	
literature	niuno	niuno	315	residual	
literature	s'io	s'io	314	archaic	
literature	soldaniero	soldaniero	314	residual	
literature	trovarsi	trovarsi	312	tokeniser_fixable	clitic_verb
literature	l'animo	l'animo	312	tokeniser_fixable	apostrophe_contraction
literature	alessandria	alessandria	312	residual	
literature	lagrime	lagrima	312	residual	
literature	fol	fol	311	residual	
literature	pe'	pe'	310	archaic	
literature	tolomeo	tolomeo	308	residual	
literature	l'anima	l'anima	307	tokeniser_fixable	apostrophe_contraction
literature	debbo	debbo	307	residual	
literature	gerusalemme	gerusalemme	307	residual	
literature	essersi	essersi	306	tokeniser_fixable	clitic_verb
literature	neocastro	neocastro	304	residual	
literature	quae	quae	304	residual	
literature	l'aveva	l'aveva	303	tokeniser_fixable	apostrophe_contraction
literature	ch'in	ch'in	303	tokeniser_fixable	apostrophe_contraction
opensubs	perche	perche	489341	tokeniser_fixable	accent_stripped
opensubs	piu	piu	394239	tokeniser_fixable	accent_stripped
opensubs	cosi	cosi	369960	tokeniser_fixable	accent_stripped
opensubs	tanto	tangere	158527	phantom_upstream_lemma	lemma_guess=tangere
opensubs	farlo	farlo	150609	tokeniser_fixable	clitic_verb
opensubs	e'	e'	77610	residual	
opensubs	nessun	nessun	74557	residual	
opensubs	perchè	perchè	71521	residual	
opensubs	nessuna	nessun	57823	residual	
opensubs	farti	farti	52593	tokeniser_fixable	clitic_verb
opensubs	farmi	farmi	48776	tokeniser_fixable	clitic_verb
opensubs	dammi	dammi	41718	residual	
opensubs	fammi	fammi	40278	residual	
opensubs	smettila	smettila	39023	residual	
opensubs	dirmi	dirmi	36757	tokeniser_fixable	clitic_verb
opensubs	dirlo	dirlo	35840	tokeniser_fixable	clitic_verb
opensubs	vuol	vuol	34483	residual	
opensubs	verita	verita	33992	tokeniser_fixable	accent_stripped
opensubs	saperlo	saperlo	33097	tokeniser_fixable	clitic_verb
opensubs	preoccuparti	preoccuparti	32145	tokeniser_fixable	clitic_verb
opensubs	é	é	31392	residual	
opensubs	dev'	dev'	31186	residual	
opensubs	dirti	dirti	31022	tokeniser_fixable	clitic_verb
opensubs	finche	finche	30933	tokeniser_fixable	accent_stripped
opensubs	piu'	piu'	29996	residual	
opensubs	i'	i'	29982	residual	
opensubs	scusami	scusami	29718	tokeniser_fixable	clitic_verb
opensubs	perche'	perche'	27909	residual	
opensubs	vederti	vederti	27318	tokeniser_fixable	clitic_verb
opensubs	charlie	charlie	26128	proper_noun	
opensubs	lasciami	lasciami	26113	tokeniser_fixable	clitic_verb
opensubs	mike	mike	25758	proper_noun	
opensubs	vattene	vattene	23618	residual	
opensubs	esserci	esserci	23436	tokeniser_fixable	clitic_verb
opensubs	george	george	22935	proper_noun	
opensubs	andra	andra	21809	proper_noun	
opensubs	averlo	averlo	21473	tokeniser_fixable	clitic_verb
opensubs	henry	henry	20777	proper_noun	
opensubs	aiutarti	aiutarti	20443	tokeniser_fixable	clitic_verb
opensubs	america	america	20120	proper_noun	
opensubs	jane	jane	20009	proper_noun	
opensubs	possibilita	possibilita	20002	tokeniser_fixable	accent_stripped
opensubs	fbi	fbi	19975	numerals_acronyms	
opensubs	ascoltami	ascoltami	19755	tokeniser_fixable	clitic_verb
opensubs	bellissima	bellissima	19570	residual	
opensubs	siediti	siediti	19109	residual	
opensubs	parlarne	parlarne	19046	tokeniser_fixable	clitic_verb
opensubs	danny	danny	18788	proper_noun	
opensubs	alcun	alcun	18629	residual	
opensubs	percio	percio	18522	tokeniser_fixable	accent_stripped
opensubs	farla	farla	18179	tokeniser_fixable	clitic_verb
opensubs	farsi	farsi	17721	tokeniser_fixable	clitic_verb
opensubs	averti	averti	17557	tokeniser_fixable	clitic_verb
opensubs	jake	jake	17148	proper_noun	
opensubs	vederlo	vederlo	16874	tokeniser_fixable	clitic_verb
opensubs	jimmy	jimmy	16613	proper_noun	
opensubs	parlarti	parlarti	16610	tokeniser_fixable	clitic_verb
opensubs	gliel'	gliel'	16490	residual	
opensubs	aiutarmi	aiutarmi	16354	tokeniser_fixable	clitic_verb
opensubs	farcela	farcela	16249	tokeniser_fixable	clitic_verb
opensubs	bellissimo	bellissimo	16047	residual	
opensubs	farle	farle	15798	tokeniser_fixable	clitic_verb
opensubs	qualcos'	qualcos'	15591	residual	
opensubs	steve	steve	15344	proper_noun	
opensubs	darmi	darmi	15279	tokeniser_fixable	clitic_verb
opensubs	darti	darti	15260	tokeniser_fixable	clitic_verb
opensubs	gesu	gesu	15033	residual	
opensubs	tommy	tommy	14889	proper_noun	
opensubs	maggior	maggior	14720	residual	
opensubs	avermi	avermi	14689	tokeniser_fixable	clitic_verb
opensubs	avra	avra	14464	residual	
opensubs	aiutarla	aiutarla	14082	tokeniser_fixable	clitic_verb
opensubs	ryan	ryan	13986	proper_noun	
opensubs	guardami	guardami	13886	tokeniser_fixable	clitic_verb
opensubs	londra	londra	13697	proper_noun	
